DateTime,Temperature (degC),Humidity (rh%)
8/16/24 8:52,22.8,66
8/16/24 8:37,22.7,64
8/16/24 8:22,22.5,64
8/16/24 8:07,22.6,63
8/16/24 7:52,22.5,62
8/16/24 7:37,22.6,63
8/16/24 7:22,22.6,63
8/16/24 7:07,22.7,63
8/16/24 6:52,22.6,63
8/16/24 6:37,22.8,67
8/16/24 6:22,22.7,67
8/16/24 6:07,22.7,67
8/16/24 5:52,22.6,65
8/16/24 5:37,22.7,61
8/16/24 5:22,22.8,61
8/16/24 5:07,22.8,63
8/16/24 4:52,22.9,65
8/16/24 4:37,22.8,67
8/16/24 4:22,22.8,67
8/16/24 4:07,22.7,67
8/16/24 3:52,22.6,67
8/16/24 3:37,22.5,68
8/16/24 3:22,22.4,67
8/16/24 3:07,22.4,62
8/16/24 2:52,22.3,63
8/16/24 2:37,22.4,65
8/16/24 2:22,22.3,65
8/16/24 2:07,22.3,65
8/16/24 1:52,22.1,66
8/16/24 1:37,22.2,66
8/16/24 1:22,22.3,66
8/16/24 1:07,22.3,65
8/16/24 0:52,22.4,65
8/16/24 0:37,22.5,65
8/16/24 0:22,22.6,64
8/16/24 0:07,22.7,64
8/15/24 23:52,22.9,63
8/15/24 23:37,23,63
8/15/24 23:22,23.1,65
8/15/24 23:07,23.2,66
8/15/24 22:52,23.2,67
8/15/24 22:37,23.1,68
8/15/24 22:22,22.8,68
8/15/24 22:07,22.6,68
8/15/24 21:52,22.5,66
8/15/24 21:37,22.6,62
8/15/24 21:22,22.6,63
8/15/24 21:07,22.6,64
8/15/24 20:52,22.5,65
8/15/24 20:37,22.5,64
8/15/24 20:22,22.5,64
8/15/24 20:07,22.6,64
8/15/24 19:52,22.5,66
8/15/24 19:37,22.5,67
8/15/24 19:22,22.5,68
8/15/24 19:07,22.6,68
8/15/24 18:52,22.7,68
8/15/24 18:37,22.8,68
8/15/24 18:22,22.9,68
8/15/24 18:07,23.1,68
8/15/24 17:52,23.2,70
8/15/24 17:37,23.1,72
8/15/24 17:22,22.9,72
8/15/24 17:07,22.7,69
8/15/24 16:52,22.8,67
8/15/24 16:37,22.6,68
8/15/24 16:22,22.7,67
8/15/24 16:07,22.6,66
8/15/24 15:52,22.5,65
8/15/24 15:37,22.6,65
8/15/24 15:22,22.6,66
8/15/24 15:07,22.5,68
8/15/24 14:52,22.5,67
8/15/24 14:37,22.6,66
8/15/24 14:22,22.7,65
8/15/24 14:07,22.7,66
8/15/24 13:52,22.8,68
8/15/24 13:37,22.7,71
8/15/24 13:22,22.6,68
8/15/24 13:07,22.6,67
8/15/24 12:52,22.4,67
8/15/24 12:37,22.3,67
8/15/24 12:22,22.3,67
8/15/24 12:07,22.4,67
8/15/24 11:52,22.4,67
8/15/24 11:37,22.3,68
8/15/24 11:22,22.4,67
8/15/24 11:07,22.5,67
8/15/24 10:52,22.4,68
8/15/24 10:37,22.4,68
8/15/24 10:22,22.4,68
8/15/24 10:07,22.3,68
8/15/24 9:52,22.3,68
8/15/24 9:37,22.2,69
8/15/24 9:22,22.2,70
8/15/24 9:07,22.2,70
8/15/24 8:52,22.2,69
8/15/24 8:37,22.4,70
8/15/24 8:22,22.2,69
8/15/24 8:07,22.2,68
8/15/24 7:52,22.4,68
8/15/24 7:37,22.5,68
8/15/24 7:22,22.6,68
8/15/24 7:07,22.8,69
8/15/24 6:52,22.8,71
8/15/24 6:37,22.7,71
8/15/24 6:22,22.7,71
8/15/24 6:07,22.6,71
8/15/24 5:52,22.6,72
8/15/24 5:37,22.4,72
8/15/24 5:22,22.4,72
8/15/24 5:07,22.3,68
8/15/24 4:52,22.2,69
8/15/24 4:37,22.2,69
8/15/24 4:22,22.2,69
8/15/24 4:07,22.3,68
8/15/24 3:52,22.2,69
8/15/24 3:37,22.2,70
8/15/24 3:22,22.2,70
8/15/24 3:07,22.2,70
8/15/24 2:52,22.3,70
8/15/24 2:37,22.3,69
8/15/24 2:22,22.4,69
8/15/24 2:07,22.5,69
8/15/24 1:52,22.5,69
8/15/24 1:37,22.5,69
8/15/24 1:22,22.5,69
8/15/24 1:07,22.5,69
8/15/24 0:52,22.5,69
8/15/24 0:37,22.6,69
8/15/24 0:22,22.6,69
8/15/24 0:07,22.6,70
8/14/24 23:52,22.6,70
8/14/24 23:37,22.6,70
8/14/24 23:22,22.7,70
8/14/24 23:07,22.7,70
8/14/24 22:52,22.7,70
8/14/24 22:37,22.8,70
8/14/24 22:22,22.8,70
8/14/24 22:07,22.6,70
8/14/24 21:52,22.6,70
8/14/24 21:37,22.7,69
8/14/24 21:22,22.8,70
8/14/24 21:07,22.8,70
8/14/24 20:52,22.9,69
8/14/24 20:37,22.9,69
8/14/24 20:22,22.8,69
8/14/24 20:07,22.7,70
8/14/24 19:52,22.8,71
8/14/24 19:37,22.8,71
8/14/24 19:22,22.8,70
8/14/24 19:07,22.8,69
8/14/24 18:52,22.9,69
8/14/24 18:37,22.9,68
8/14/24 18:22,22.9,67
8/14/24 18:07,23,67
8/14/24 17:52,23.1,67
8/14/24 17:37,23.1,67
8/14/24 17:22,23.1,67
8/14/24 17:07,23.1,67
8/14/24 16:52,23.1,67
8/14/24 16:37,23.2,67
8/14/24 16:22,23.3,67
8/14/24 16:07,23.3,67
8/14/24 15:52,23.2,67
8/14/24 15:37,23.2,67
8/14/24 15:22,23.2,67
8/14/24 15:07,23.2,67
8/14/24 14:52,23.3,67
8/14/24 14:37,23.3,65
8/14/24 14:22,23.3,65
8/14/24 14:07,23.4,65
8/14/24 13:52,23.4,65
8/14/24 13:37,23.5,64
8/14/24 13:22,23.6,64
8/14/24 13:07,23.7,64
8/14/24 12:52,23.8,65
8/14/24 12:37,23.8,65
8/14/24 12:22,23.8,65
8/14/24 12:07,23.9,65
8/14/24 11:52,23.5,65
8/14/24 11:37,23.4,64
8/14/24 11:22,23.3,64
8/14/24 11:07,23.1,64
8/14/24 10:52,22.9,64
8/14/24 10:37,22.7,64
8/14/24 10:22,22.6,64
8/14/24 10:07,22.5,64
8/14/24 9:52,22.3,64
8/14/24 9:37,22.3,63
8/14/24 9:22,22.6,63
8/14/24 9:07,22.5,63
8/14/24 8:52,22.4,60
8/14/24 8:37,22.5,59
8/14/24 8:22,22.5,59
8/14/24 8:07,22.6,58
8/14/24 7:52,22.8,58
8/14/24 7:37,22.8,58
8/14/24 7:22,22.9,58
8/14/24 7:07,23.1,57
8/14/24 6:52,23.4,56
8/14/24 6:37,23.4,60
8/14/24 6:22,23.4,60
8/14/24 6:07,23.3,60
8/14/24 5:52,23.2,60
8/14/24 5:37,23.1,61
8/14/24 5:22,22.9,61
8/14/24 5:07,22.7,61
8/14/24 4:52,22.5,61
8/14/24 4:37,22.5,57
8/14/24 4:22,22.4,57
8/14/24 4:07,22.5,57
8/14/24 3:52,22.5,58
8/14/24 3:37,22.4,59
8/14/24 3:22,22.5,59
8/14/24 3:07,22.5,59
8/14/24 2:52,22.4,59
8/14/24 2:37,22.3,60
8/14/24 2:22,22.3,60
8/14/24 2:07,22.3,60
8/14/24 1:52,22.3,60
8/14/24 1:37,22.3,60
8/14/24 1:22,22.3,61
8/14/24 1:07,22.3,60
8/14/24 0:52,22.3,61
8/14/24 0:37,22.3,61
8/14/24 0:22,22.4,61
8/14/24 0:07,22.4,61
8/13/24 23:52,22.5,60
8/13/24 23:37,22.5,60
8/13/24 23:22,22.5,61
8/13/24 23:07,22.6,61
8/13/24 22:52,22.7,62
8/13/24 22:37,22.8,62
8/13/24 22:22,22.7,63
8/13/24 22:07,22.7,63
8/13/24 21:52,22.8,62
8/13/24 21:37,23,62
8/13/24 21:22,23.1,62
8/13/24 21:07,23.2,60
8/13/24 20:52,23.3,60
8/13/24 20:37,23.4,59
8/13/24 20:22,23.5,59
8/13/24 20:07,23.4,59
8/13/24 19:52,23.4,59
8/13/24 19:37,23.4,59
8/13/24 19:22,23.3,59
8/13/24 19:07,23.4,59
8/13/24 18:52,23.5,58
8/13/24 18:37,23.4,59
8/13/24 18:22,23.4,58
8/13/24 18:07,23.5,58
8/13/24 17:52,23.6,57
8/13/24 17:37,23.7,58
8/13/24 17:22,23.7,57
8/13/24 17:07,23.7,57
8/13/24 16:52,23.7,56
8/13/24 16:37,23.9,56
8/13/24 16:22,23.9,55
8/13/24 16:07,23.9,55
8/13/24 15:52,23.9,54
8/13/24 15:37,24,53
8/13/24 15:22,23.9,53
8/13/24 15:07,23.9,56
8/13/24 14:52,23.9,55
8/13/24 14:37,23.9,54
8/13/24 14:22,23.9,54
8/13/24 14:07,23.9,54
8/13/24 13:52,23.9,54
8/13/24 13:37,23.9,56
8/13/24 13:22,23.9,56
8/13/24 13:07,23.9,57
8/13/24 12:52,23.9,58
8/13/24 12:37,23.7,58
8/13/24 12:22,23.5,59
8/13/24 12:07,23.3,60
8/13/24 11:52,23.2,60
8/13/24 11:37,23,60
8/13/24 11:22,22.8,59
8/13/24 11:07,22.7,58
8/13/24 10:52,22.7,57
8/13/24 10:37,22.7,57
8/13/24 10:22,22.7,56
8/13/24 10:07,22.8,55
8/13/24 9:52,22.9,53
8/13/24 9:37,22.9,53
8/13/24 9:22,22.8,52
8/13/24 9:07,22.9,51
8/13/24 8:52,23,53
8/13/24 8:37,23.1,55
8/13/24 8:22,23,49
8/13/24 8:07,22.8,48
8/13/24 7:52,22.8,48
8/13/24 7:37,22.7,48
8/13/24 7:22,22.5,49
8/13/24 7:07,22.4,50
8/13/24 6:52,22.5,50
8/13/24 6:37,22.5,48
8/13/24 6:22,22.6,48
8/13/24 6:07,22.6,50
8/13/24 5:52,22.6,50
8/13/24 5:37,22.6,50
8/13/24 5:22,22.6,50
8/13/24 5:07,22.6,50
8/13/24 4:52,22.6,50
8/13/24 4:37,22.6,51
8/13/24 4:22,22.5,51
8/13/24 4:07,22.5,52
8/13/24 3:52,22.6,51
8/13/24 3:37,22.6,49
8/13/24 3:22,22.6,49
8/13/24 3:07,22.7,49
8/13/24 2:52,22.7,50
8/13/24 2:37,22.9,51
8/13/24 2:22,22.9,51
8/13/24 2:07,23.1,51
8/13/24 1:52,23.2,51
8/13/24 1:37,22.9,51
8/13/24 1:22,22.6,51
8/13/24 1:07,22.5,50
8/13/24 0:52,22.4,51
8/13/24 0:37,22.3,51
8/13/24 0:22,22.2,52
8/13/24 0:07,22.1,52
8/12/24 23:52,22.2,52
8/12/24 23:37,22.1,52
8/12/24 23:22,22.2,52
8/12/24 23:07,22.3,52
8/12/24 22:52,22.3,52
8/12/24 22:37,22.4,52
8/12/24 22:22,22.6,53
8/12/24 22:07,22.5,53
8/12/24 21:52,22.6,52
8/12/24 21:37,22.7,52
8/12/24 21:22,22.9,51
8/12/24 21:07,23.1,51
8/12/24 20:52,23.2,50
8/12/24 20:37,23.4,48
8/12/24 20:22,23.4,47
8/12/24 20:07,23.4,47
8/12/24 19:52,23.6,46
8/12/24 19:37,23.6,46
8/12/24 19:22,23.6,45
8/12/24 19:07,23.6,45
8/12/24 18:52,23.5,46
8/12/24 18:37,23.5,45
8/12/24 18:22,23.4,46
8/12/24 18:07,23.5,45
8/12/24 17:52,23.5,45
8/12/24 17:37,23.5,45
8/12/24 17:22,23.6,44
8/12/24 17:07,23.6,45
8/12/24 16:52,23.6,45
8/12/24 16:37,23.6,45
8/12/24 16:22,23.6,45
8/12/24 16:07,23.6,45
8/12/24 15:52,23.6,44
8/12/24 15:37,23.6,45
8/12/24 15:22,23.4,45
8/12/24 15:07,23.4,46
8/12/24 14:52,23.4,45
8/12/24 14:37,23.4,44
8/12/24 14:22,23.6,45
8/12/24 14:07,23.7,46
8/12/24 13:52,23.7,46
8/12/24 13:37,23.6,44
8/12/24 13:22,23.6,44
8/12/24 13:07,23.7,46
8/12/24 12:52,23.7,42
8/12/24 12:37,23.9,43
8/12/24 12:22,23.7,44
8/12/24 12:07,23.5,47
8/12/24 11:52,23.4,50
8/12/24 11:37,23.2,52
8/12/24 11:22,23.1,53
8/12/24 11:07,22.9,51
8/12/24 10:52,22.7,52
8/12/24 10:37,22.6,51
8/12/24 10:22,22.4,50
8/12/24 10:07,22.4,49
8/12/24 9:52,22.4,49
8/12/24 9:37,22.5,48
8/12/24 9:22,22.8,48
8/12/24 9:07,22.9,47
8/12/24 8:52,23,46
8/12/24 8:37,23.1,47
8/12/24 8:22,23,46
8/12/24 8:07,22.9,45
8/12/24 7:52,22.9,45
8/12/24 7:37,22.7,46
8/12/24 7:22,22.6,46
8/12/24 7:07,22.5,47
8/12/24 6:52,22.3,47
8/12/24 6:37,22.4,48
8/12/24 6:22,22.4,48
8/12/24 6:07,22.4,49
8/12/24 5:52,22.4,49
8/12/24 5:37,22.3,50
8/12/24 5:22,22.4,50
8/12/24 5:07,22.4,51
8/12/24 4:52,22.3,51
8/12/24 4:37,22.3,52
8/12/24 4:22,22.3,52
8/12/24 4:07,22.2,52
8/12/24 3:52,22.2,50
8/12/24 3:37,22.3,51
8/12/24 3:22,22.3,51
8/12/24 3:07,22.5,52
8/12/24 2:52,22.6,54
8/12/24 2:37,22.6,53
8/12/24 2:22,22.6,54
8/12/24 2:07,22.6,54
8/12/24 1:52,22.5,55
8/12/24 1:37,22.5,55
8/12/24 1:22,22.4,55
8/12/24 1:07,22.5,55
8/12/24 0:52,22.5,52
8/12/24 0:37,22.5,52
8/12/24 0:22,22.6,53
8/12/24 0:07,22.6,54
8/11/24 23:52,22.5,55
8/11/24 23:37,22.5,55
8/11/24 23:22,22.5,56
8/11/24 23:07,22.5,56
8/11/24 22:52,22.3,57
8/11/24 22:37,22.4,57
8/11/24 22:22,22.5,57
8/11/24 22:07,22.3,58
8/11/24 21:52,22.3,57
8/11/24 21:37,22.5,55
8/11/24 21:22,22.7,53
8/11/24 21:07,22.8,52
8/11/24 20:52,23,50
8/11/24 20:37,23,48
8/11/24 20:22,23.2,47
8/11/24 20:07,23.3,46
8/11/24 19:52,23.3,44
8/11/24 19:37,23.4,45
8/11/24 19:22,23.4,46
8/11/24 19:07,23.3,46
8/11/24 18:52,23.3,46
8/11/24 18:37,23.3,45
8/11/24 18:22,23.3,45
8/11/24 18:07,23.3,45
8/11/24 17:52,23.5,45
8/11/24 17:37,23.5,45
8/11/24 17:22,23.5,45
8/11/24 17:07,23.6,45
8/11/24 16:52,23.7,45
8/11/24 16:37,23.7,45
8/11/24 16:22,23.6,44
8/11/24 16:07,23.6,45
8/11/24 15:52,23.5,45
8/11/24 15:37,23.4,46
8/11/24 15:22,23.4,47
8/11/24 15:07,23.4,47
8/11/24 14:52,23.4,47
8/11/24 14:37,23.1,49
8/11/24 14:22,23,49
8/11/24 14:07,22.9,50
8/11/24 13:52,23,50
8/11/24 13:37,23.1,50
8/11/24 13:22,23.1,50
8/11/24 13:07,23.2,50
8/11/24 12:52,23.3,49
8/11/24 12:37,23.4,50
8/11/24 12:22,23.4,49
8/11/24 12:07,23.5,49
8/11/24 11:52,23.4,49
8/11/24 11:37,23.4,49
8/11/24 11:22,23.3,49
8/11/24 11:07,23.3,49
8/11/24 10:52,23.3,47
8/11/24 10:37,23.2,46
8/11/24 10:22,23.2,45
8/11/24 10:07,23.3,45
8/11/24 9:52,23.2,46
8/11/24 9:37,23,45
8/11/24 9:22,22.8,44
8/11/24 9:07,22.7,44
8/11/24 8:52,22.7,43
8/11/24 8:37,22.7,43
8/11/24 8:22,22.7,43
8/11/24 8:07,22.5,42
8/11/24 7:52,22.6,42
8/11/24 7:37,22.6,43
8/11/24 7:22,22.6,43
8/11/24 7:07,22.7,43
8/11/24 6:52,22.7,43
8/11/24 6:37,22.6,44
8/11/24 6:22,22.7,44
8/11/24 6:07,22.6,44
8/11/24 5:52,22.7,45
8/11/24 5:37,22.7,45
8/11/24 5:22,22.8,45
8/11/24 5:07,22.8,45
8/11/24 4:52,22.7,45
8/11/24 4:37,22.7,45
8/11/24 4:22,22.7,46
8/11/24 4:07,22.6,46
8/11/24 3:52,22.5,47
8/11/24 3:37,22.8,47
8/11/24 3:22,22.8,47
8/11/24 3:07,22.8,47
8/11/24 2:52,22.9,48
8/11/24 2:37,22.9,48
8/11/24 2:22,22.9,48
8/11/24 2:07,22.9,49
8/11/24 1:52,23,49
8/11/24 1:37,23,50
8/11/24 1:22,23,50
8/11/24 1:07,23,50
8/11/24 0:52,23.1,48
8/11/24 0:37,23.1,49
8/11/24 0:22,23,49
8/11/24 0:07,23.1,49
8/10/24 23:52,23.2,51
8/10/24 23:37,23.2,51
8/10/24 23:22,23.1,52
8/10/24 23:07,23.1,52
8/10/24 22:52,23.1,50
8/10/24 22:37,23.2,48
8/10/24 22:22,23.3,48
8/10/24 22:07,23.3,50
8/10/24 21:52,23.2,49
8/10/24 21:37,23.4,49
8/10/24 21:22,23.4,48
8/10/24 21:07,23.4,47
8/10/24 20:52,23.3,46
8/10/24 20:37,23.3,44
8/10/24 20:22,23.4,44
8/10/24 20:07,23.4,43
8/10/24 19:52,23.5,43
8/10/24 19:37,23.5,43
8/10/24 19:22,23.3,44
8/10/24 19:07,23.2,43
8/10/24 18:52,23.3,43
8/10/24 18:37,23.2,43
8/10/24 18:22,23.3,42
8/10/24 18:07,23.3,42
8/10/24 17:52,23.3,42
8/10/24 17:37,23.3,41
8/10/24 17:22,23.3,41
8/10/24 17:07,23.2,41
8/10/24 16:52,23.3,41
8/10/24 16:37,23.3,41
8/10/24 16:22,23.4,41
8/10/24 16:07,23.4,42
8/10/24 15:52,23.5,42
8/10/24 15:37,23.4,43
8/10/24 15:22,23.5,43
8/10/24 15:07,23.5,43
8/10/24 14:52,23.5,43
8/10/24 14:37,23.5,43
8/10/24 14:22,23.4,44
8/10/24 14:07,23.2,45
8/10/24 13:52,23,46
8/10/24 13:37,23,45
8/10/24 13:22,22.9,46
8/10/24 13:07,22.9,46
8/10/24 12:52,23.2,46
8/10/24 12:37,23.4,46
8/10/24 12:22,23.3,46
8/10/24 12:07,23.2,46
8/10/24 11:52,23.2,45
8/10/24 11:37,23.1,46
8/10/24 11:22,22.9,45
8/10/24 11:07,23,45
8/10/24 10:52,23.1,44
8/10/24 10:37,23.1,44
8/10/24 10:22,23.1,44
8/10/24 10:07,23.2,43
8/10/24 9:52,23.3,43
8/10/24 9:37,23.2,42
8/10/24 9:22,22.9,42
8/10/24 9:07,22.8,42
8/10/24 8:52,22.6,42
8/10/24 8:37,22.4,43
8/10/24 8:22,22.2,41
8/10/24 8:07,22.2,41
8/10/24 7:52,22.2,41
8/10/24 7:37,22.2,41
8/10/24 7:22,22.3,41
8/10/24 7:07,22.3,41
8/10/24 6:52,22.2,41
8/10/24 6:37,22.3,42
8/10/24 6:22,22.3,42
8/10/24 6:07,22.3,42
8/10/24 5:52,22.3,42
8/10/24 5:37,22.3,42
8/10/24 5:22,22.3,42
8/10/24 5:07,22.3,42
8/10/24 4:52,22.3,42
8/10/24 4:37,22.4,42
8/10/24 4:22,22.4,42
8/10/24 4:07,22.4,43
8/10/24 3:52,22.4,43
8/10/24 3:37,22.4,42
8/10/24 3:22,22.5,42
8/10/24 3:07,22.5,42
8/10/24 2:52,22.5,43
8/10/24 2:37,22.6,43
8/10/24 2:22,22.5,43
8/10/24 2:07,22.6,43
8/10/24 1:52,22.6,43
8/10/24 1:37,22.7,43
8/10/24 1:22,22.7,43
8/10/24 1:07,22.7,44
8/10/24 0:52,22.8,44
8/10/24 0:37,22.7,44
8/10/24 0:22,22.7,43
8/10/24 0:07,22.9,44
8/9/24 23:52,23.2,44
8/9/24 23:37,23.2,44
8/9/24 23:22,23.2,44
8/9/24 23:07,23,44
8/9/24 22:52,22.7,45
8/9/24 22:37,22.7,45
8/9/24 22:22,22.8,43
8/9/24 22:07,22.8,45
8/9/24 21:52,22.6,45
8/9/24 21:37,22.5,44
8/9/24 21:22,22.4,44
8/9/24 21:07,22.4,43
